inter_id,inter_name,eight_direction,adjacent_inter_spacing_m
011ww7v0vc800001,永兴路与钢都大街路口,1,79.64
011ww7v0vc800001,永兴路与钢都大街路口,3,64.78
011ww7v0vc800001,永兴路与钢都大街路口,5,601.24
011ww7v0vc800001,永兴路与钢都大街路口,7,422.68
011ww7v0vcv00001,岔口,1,220.18
011ww7v0vf100001,岔口,3,240.65
011ww7v0vu100001,岔口,3,206.41
011ww7v0vue00001,铁流路与无名道路路口,3,233.76
011ww7v0vvc00001,岔口,3,66.22
011ww7v0vy200001,文化路与钢都大街路口,1,86.89
011ww7v0vy200001,文化路与钢都大街路口,3,67.68
011ww7v0vy200001,文化路与钢都大街路口,5,598.22
011ww7v0vy200001,文化路与钢都大街路口,7,575.14
011ww7v0vyb00001,岔口,3,289.48
011ww7v0vym00001,岔口,1,560.68
011ww7v0vym00001,岔口,3,119.02
011ww7v0vym00001,岔口,5,86.89
011ww7v0vzr00001,铁流路与铁流路路口,3,299.7
011ww7v0w1f00001,无名道路与无名道路路口,1,767.63
011ww7v0w1f00001,无名道路与无名道路路口,5,490.59
011ww7v0w1f00001,无名道路与无名道路路口,7,281.86
011ww7v0wn100001,岔口,1,108.3
011ww7v0wnp00001,岔口,1,161.9
011ww7v0ww000001,前进路与前进路路口,3,75.85
011ww7v0ww000001,前进路与前进路路口,5,474.89
011ww7v0wwb00001,前进路与无名道路路口,3,429.19
011ww7v0wwb00001,前进路与无名道路路口,7,75.85
011ww7v0x2d00001,九龙大街与环城路路口,2,1284.45
011ww7v0x2d00001,九龙大街与环城路路口,3,142.16
011ww7v0x2d00001,九龙大街与环城路路口,5,788.35
011ww7v0x2d00001,九龙大街与环城路路口,7,537.71
011ww7v0x3f00001,无名道路与无名道路路口,3,165.76
011ww7v0x3f00001,无名道路与无名道路路口,5,767.63
011ww7v0x7400001,九龙西大街与无名道路路口,3,385.09
011ww7v0x7400001,九龙西大街与无名道路路口,7,313.14
011ww7v0x7j00001,无名道路与无名道路路口,3,768.83
011ww7v0xq600001,岔口,3,372.03
011ww7v0y6000001,岔口,1,284.1
011ww7v0y6p00001,无名道路与永兴路路口,7,429.19
011ww7v0ydr00001,岔口,1,295.09
011ww7v0yy500002,文化路与文化路路口,5,560.68
011ww7v0z3600001,九龙西大街与无名道路路口,3,188.99
011ww7v0z3m00001,无名道路与无名道路路口,7,768.83
011ww7v0z4y00001,岔口,1,57.31
011ww7v0z6f00001,九龙大街与永兴路路口,1,223.06
011ww7v0z6f00001,九龙大街与永兴路路口,5,937.02
011ww7v0z6f00001,九龙大街与永兴路路口,7,954.63
011ww7v0z9w00001,无名道路与无名道路路口,3,192.68
011ww7v0zen00001,九龙大街与永兴路路口,3,1587.16
011ww7v0zen00001,九龙大街与永兴路路口,5,217.95
011ww7v0zen00001,九龙大街与永兴路路口,7,192.68
011ww7v0zen00001,九龙大街与永兴路路口,8,1131.83
011ww7v0zsj00001,无名道路与无名道路路口,1,469.27
011ww7v106300001,朝阳路与迎丰大街路口,1,934.93
011ww7v106300001,朝阳路与迎丰大街路口,3,64.51
011ww7v106300001,朝阳路与迎丰大街路口,5,309.7
011ww7v106300001,朝阳路与迎丰大街路口,7,474.09
011ww7v106b00001,科技路与科技路路口,3,506.02
011ww7v106b00001,科技路与科技路路口,4,1118.9
011ww7v119u00001,无名道路与无名道路路口,5,818.8
011ww7v119u00001,无名道路与无名道路路口,7,398.53
011ww7v11cf00001,南湖大街与朝阳路路口,1,900.43
011ww7v11cf00001,南湖大街与朝阳路路口,2,1040.35
011ww7v11cf00001,南湖大街与朝阳路路口,5,116.13
011ww7v11cf00001,南湖大街与朝阳路路口,7,407.77
011ww7v14cg00001,育才街与朝阳路路口,3,244.11
011ww7v14gg00001,岔口,3,165.79
011ww7v14jr00001,汶河北大街与汶河南大街路口,1,384.7
011ww7v14jr00001,汶河北大街与汶河南大街路口,2,867.49
011ww7v14v500001,育才街与汶河北大街路口,1,281.65
011ww7v14v500001,育才街与汶河北大街路口,7,411.33
011ww7v153c00001,无名道路与朝阳路路口,1,349.33
011ww7v153c00001,无名道路与朝阳路路口,3,426.31
011ww7v153c00001,无名道路与朝阳路路口,5,899.75
011ww7v15cu00001,岔口,1,121.51
011ww7v15k900001,无名道路与无名道路路口,7,350.73
011ww7v15m300001,汶河北大街与汶河北大街路口,2,281.71
011ww7v15m300001,汶河北大街与汶河北大街路口,6,1205.01
011ww7v15r700001,汶河南大街与汶河南大街路口,1,121.29
011ww7v15r700001,汶河南大街与汶河南大街路口,3,1046.47
011ww7v15r700001,汶河南大街与汶河南大街路口,6,867.49
011ww7v15x300001,汶河北大街与无名道路路口,3,1477.78
011ww7v15x300001,汶河北大街与无名道路路口,5,121.91
011ww7v15x300001,汶河北大街与无名道路路口,6,281.71
011ww7v179q00001,汶河北大街与汶河北大街路口,7,268.97
011ww7v17rr00001,汶河南大街与无名道路路口,3,106.22
011ww7v17rr00001,汶河南大街与无名道路路口,7,1046.47
011ww7v1e7h00001,岔口,3,1748.92
011ww7v1e7h00001,岔口,7,448.31
011ww7v1g3r00001,岔口,2,397.53
011ww7v1h1f00001,岔口,1,82.69
011ww7v1h1q00001,岔口,3,53.26
011ww7v1h1y00001,府前大街与朝阳路路口,1,336.26
011ww7v1h1y00001,府前大街与朝阳路路口,3,57.04
011ww7v1h1y00001,府前大街与朝阳路路口,5,554.2
011ww7v1h1y00001,府前大街与朝阳路路口,7,457.72
011ww7v1h4q00001,岔口,3,267.78
011ww7v1hcb00001,朝阳路与英才街路口,1,482.7
011ww7v1hcb00001,朝阳路与英才街路口,3,115.95
011ww7v1hcb00001,朝阳路与英才街路口,5,335.55
011ww7v1hcb00001,朝阳路与英才街路口,7,436.09
011ww7v1hf800001,岔口,3,279.97
011ww7v1hhw00001,岔口,3,63.79
011ww7v1hjn00001,友谊大街与府前大街路口,1,160.45
011ww7v1hjn00001,友谊大街与府前大街路口,3,54.15
011ww7v1hjn00001,友谊大街与府前大街路口,7,388.22
011ww7v1hjw00001,岔口,3,323.84
011ww7v1hmp00001,友谊大街与汶水路路口,1,187.31
011ww7v1hmp00001,友谊大街与汶水路路口,2,79.64
011ww7v1hte00001,岔口,2,272.49
011ww7v1huc00001,汶水路与英才街路口,1,592.44
011ww7v1huc00001,汶水路与英才街路口,5,187.31
011ww7v1huc00001,汶水路与英才街路口,7,396.33
011ww7v1hzj00001,岔口,2,82.23
011ww7v1hzx00001,岔口,3,87.16
011ww7v1j9f00001,岔口,1,113.77
011ww7v1jc200001,岔口,3,63.34
011ww7v1jcb00001,朝阳路与钢都大街路口,1,142.81
011ww7v1jcb00001,朝阳路与钢都大街路口,3,66.69
011ww7v1jcb00001,朝阳路与钢都大街路口,5,596.46
011ww7v1jcb00001,朝阳路与钢都大街路口,7,418.55
011ww7v1jf200001,岔口,3,244.5
011ww7v1ju200001,岔口,3,64.32
011ww7v1jub00001,汶水路与钢都大街路口,1,194.21
011ww7v1jub00001,汶水路与钢都大街路口,3,69.55
011ww7v1jub00001,汶水路与钢都大街路口,5,592.44
011ww7v1jub00001,汶水路与钢都大街路口,7,374.54
011ww7v1jv200001,岔口,3,243.16
011ww7v1jz200001,岔口,3,66.67
011ww7v1jzb00001,双泉路与钢都大街路口,1,201.03
011ww7v1jzb00001,双泉路与钢都大街路口,3,50.27
011ww7v1jzb00001,双泉路与钢都大街路口,5,136.61
011ww7v1jzb00001,双泉路与钢都大街路口,7,379.38
011ww7v1k0n00001,府前大街与双泉路路口,1,240.06
011ww7v1k0n00001,府前大街与双泉路路口,3,376.48
011ww7v1k0n00001,府前大街与双泉路路口,7,376.99
011ww7v1k5q00001,岔口,3,64.33
011ww7v1k5y00001,府前大街与昌盛路路口,1,321.85
011ww7v1k5y00001,府前大街与昌盛路路口,3,57.04
011ww7v1k5y00001,府前大街与昌盛路路口,7,440.91
011ww7v1k8700001,岔口,2,128.42
011ww7v1kbb00001,岔口,1,73.18
011ww7v1kch00001,南岭大街与双泉路路口,1,126.77
011ww7v1kch00001,南岭大街与双泉路路口,3,421.05
011ww7v1kch00001,南岭大街与双泉路路口,5,435.81
011ww7v1khn00001,岔口,3,279.41
011ww7v1kpv00001,府前大街与无名道路路口,7,512.44
011ww7v1kpy00001,新兴路与新兴路路口,2,363.46
011ww7v1ku200001,南岭大街与昌盛路路口,1,268.41
011ww7v1ku200001,南岭大街与昌盛路路口,3,229.45
011ww7v1ku200001,南岭大街与昌盛路路口,5,321.85
011ww7v1ku200001,南岭大街与昌盛路路口,7,420.41
011ww7v1ky600001,南岭大街与金水路路口,1,239.25
011ww7v1ky600001,南岭大街与金水路路口,3,430.7
011ww7v1ky600001,南岭大街与金水路路口,7,230.89
011ww7v1m0100001,岔口,3,66.1
011ww7v1m0e00001,友谊大街与双泉路路口,1,411.43
011ww7v1m0e00001,友谊大街与双泉路路口,3,213.1
011ww7v1m0e00001,友谊大街与双泉路路口,5,129.8
011ww7v1m0e00001,友谊大街与双泉路路口,6,756.23
011ww7v1m2j00001,岔口,4,195.75
011ww7v1m4r00001,友谊大街与友谊大街路口,3,290.03
011ww7v1m8100001,岔口,5,75.97
011ww7v1mb200001,岔口,3,268.67
011ww7v1mf800001,岔口,3,215.14
011ww7v1mhx00001,友谊大街与昌盛路路口,1,317.26
011ww7v1mhx00001,友谊大街与昌盛路路口,3,155.05
011ww7v1mhx00001,友谊大街与昌盛路路口,5,268.41
011ww7v1mhx00001,友谊大街与昌盛路路口,7,504.76
011ww7v1mjz00001,岔口,3,1460.08
011ww7v1mnw00002,金水路与金水路路口,5,236.85
011ww7v1mpp00001,岔口,3,96.68
011ww7v1mpz00001,岔口,3,67.12
011ww7v1mq800001,金水路与金水路路口,1,308.48
011ww7v1mu200001,昌盛路与钢都大街路口,1,382.44
011ww7v1mu200001,昌盛路与钢都大街路口,3,267.75
011ww7v1mu200001,昌盛路与钢都大街路口,7,534.55
011ww7v1mv000001,钢都大街与昌盛路路口,5,317.26
011ww7v1my200001,岔口,3,69.55
011ww7v1mz000001,金水路与钢都大街路口,1,272.84
011ww7v1mz000001,金水路与钢都大街路口,3,66.22
011ww7v1mz000001,金水路与钢都大街路口,5,308.34
011ww7v1mz000001,金水路与钢都大街路口,7,333.42
011ww7v1mz800001,岔口,3,198.11
011ww7v1n1b00001,铁流路与朝阳路路口,3,386.07
011ww7v1n1b00001,铁流路与朝阳路路口,5,143.36
011ww7v1n1b00001,铁流路与朝阳路路口,7,659.81
011ww7v1nhf00001,铁流路与无名道路路口,3,417.67
011ww7v1nhf00001,铁流路与无名道路路口,5,194.21
011ww7v1q0700001,双泉路与铁流路路口,1,955.62
011ww7v1q0700001,双泉路与铁流路路口,2,84.68
011ww7v1q0700001,双泉路与铁流路路口,5,195.6
011ww7v1q0700001,双泉路与铁流路路口,7,803.74
011ww7v1q0v00001,岔口,2,152.68
011ww7v1q6100001,铁流路与铁流路路口,3,173.89
011ww7v1q7k00001,昌盛路与铁流路路口,2,287.24
011ww7v1q7k00001,昌盛路与铁流路路口,5,382.44
011ww7v1q7k00001,昌盛路与铁流路路口,7,427.49
011ww7v1qpp00001,金水路与金水路路口,1,82.8
011ww7v1qr500001,无名道路与无名道路路口,5,355.64
011ww7v1qr500001,无名道路与无名道路路口,8,117.47
011ww7v1qs100001,无名道路与无名道路路口,3,320.04
011ww7v1qub00001,长寿街与铁流路路口,2,529.07
011ww7v1qub00001,长寿街与铁流路路口,3,140.49
011ww7v1qvb00001,长寿街与无名道路路口,1,681.43
011ww7v1qwb00001,无名道路与无名道路路口,4,117.47
011ww7v1qwb00001,无名道路与无名道路路口,7,320.04
011ww7v1r2000001,岔口,5,713.61
011ww7v1r8n00001,九龙大街与双泉路路口,1,400.11
011ww7v1r8n00001,九龙大街与双泉路路口,5,232.89
011ww7v1r8n00001,九龙大街与双泉路路口,7,1587.67
011ww7v1rqu00001,铁流路与铁流路路口,6,821.92
011ww7v1rrr00001,健康街与健康街路口,2,275.38
011ww7v1rrr00001,健康街与健康街路口,3,433.54
011ww7v1s0j00001,无名道路与无名道路路口,5,422.79
011ww7v1s0k00001,汶河北大街与汶河北大街路口,5,258.46
011ww7v1s9v00001,汶河北大街与新兴路路口,1,90.09
011ww7v1s9v00001,汶河北大街与新兴路路口,3,293.19
011ww7v1s9v00001,汶河北大街与新兴路路口,6,327.73
011ww7v1scc00001,南岭大街与南岭大街路口,1,254.22
011ww7v1scc00001,南岭大街与南岭大街路口,7,430.71
011ww7v1sef00001,汶河北大街与汶河北大街路口,7,293.19
011ww7v1ss800001,汶河北大街与汶河北大街路口,3,1181.79
011ww7v1ss800001,汶河北大街与汶河北大街路口,7,89.49
011ww7v1t0x00001,友谊大街与友谊大街路口,3,151.27
011ww7v1t1z00001,友谊大街与新兴路路口,1,315.47
011ww7v1t1z00001,友谊大街与新兴路路口,3,1328.92
011ww7v1t1z00001,友谊大街与新兴路路口,5,344.44
011ww7v1t1z00001,友谊大街与新兴路路口,7,1998.12
011ww7v1tc000001,岔口,3,81.26
011ww7v1tcb00001,钢都大街与新兴路路口,1,265.43
011ww7v1tcb00001,钢都大街与新兴路路口,3,193.78
011ww7v1tcb00001,钢都大街与新兴路路口,5,315.51
011ww7v1tcb00001,钢都大街与新兴路路口,7,344.1
011ww7v1tgb00001,岔口,3,217.03
011ww7v1tnn00001,友谊大街与无名道路路口,1,161.94
011ww7v1tqp00001,无名道路与无名道路路口,1,159.06
011ww7v1tv800001,岔口,3,62.34
011ww7v1ty000001,平安路与钢都大街路口,1,253.02
011ww7v1ty000001,平安路与钢都大街路口,3,243.08
011ww7v1ty000001,平安路与钢都大街路口,5,321.36
011ww7v1ty000001,平安路与钢都大街路口,7,521.99
011ww7v1u4c00001,汶河南大街与汶河南大街路口,7,1303.5
011ww7v1umz00001,汶河南大街与汶河大街路口,2,355.56
011ww7v1umz00001,汶河南大街与汶河大街路口,6,468.4
011ww7v1umz00001,汶河南大街与汶河大街路口,8,218.85
011ww7v1uub00001,南湖大街与汶河大街路口,1,271.69
011ww7v1uub00001,南湖大街与汶河大街路口,2,680.16
011ww7v1uub00001,南湖大街与汶河大街路口,4,221.43
011ww7v1uub00001,南湖大街与汶河大街路口,7,1181.79
011ww7v1vb000001,岔口,3,268.21
011ww7v1vf200001,岔口,3,198.65
011ww7v1vgb00001,岔口,3,68.11
011ww7v1vhw00001,友谊大街与鲁北大街路口,1,330.37
011ww7v1vhw00001,友谊大街与鲁北大街路口,5,271.82
011ww7v1vhw00001,友谊大街与鲁北大街路口,7,1329.33
011ww7v1vu800001,钢都大街与韩莱支线路口,2,548.96
011ww7v1vu800001,钢都大街与韩莱支线路口,3,1118.91
011ww7v1vu800001,钢都大街与韩莱支线路口,5,330.39
011ww7v1vu800001,钢都大街与韩莱支线路口,7,773.24
011ww7v1w1y00001,力源大街与新兴路路口,1,625.74
011ww7v1w1y00001,力源大街与新兴路路口,3,522.68
011ww7v1w1y00001,力源大街与新兴路路口,5,260.1
011ww7v1wnj00001,力源大街与平安路路口,1,257.78
011ww7v1wnj00001,力源大街与平安路路口,3,96.14
011ww7v1wnj00001,力源大街与平安路路口,5,253.02
011ww7v1wnj00001,力源大街与平安路路口,7,523.68
011ww7v1wpm00001,力源大街与无名道路路口,2,154.86
011ww7v1wpt00001,无名道路与无名道路路口,3,72.52
011ww7v1x4w00001,岔口,1,53.01
011ww7v1x6900001,健康街与新兴路路口,1,380.5
011ww7v1x6900001,健康街与新兴路路口,5,670.74
011ww7v1x6900001,健康街与新兴路路口,7,433.54
011ww7v1xb900001,岔口,3,372.31
011ww7v1xgm00001,新兴路与铁流路路口,2,289.05
011ww7v1xgm00001,新兴路与铁流路路口,5,373.98
011ww7v1xgm00001,新兴路与铁流路路口,6,1460.13
011ww7v1y0q00001,无名道路与无名道路路口,1,92.32
011ww7v1y0q00001,无名道路与无名道路路口,3,258.2
011ww7v1y2600001,力源大街与力源大街路口,6,154.86
011ww7v1y2700001,无名道路与无名道路路口,5,106.25
011ww7v1y4m00001,岔口,3,220.08
011ww7v1y4m00001,岔口,7,524.17
011ww7v1yk000001,岔口,3,438.07
011ww7v1yx200001,汶源大街与韩莱支线路口,2,815.96
011ww7v1yx200001,汶源大街与韩莱支线路口,3,366.5
011ww7v1yx200001,汶源大街与韩莱支线路口,6,548.96
011ww7v1yx200001,汶源大街与韩莱支线路口,7,653.05
011ww7v21gb00001,无名道路与无名道路路口,1,816.09
011ww7v21w300001,无名道路与无名道路路口,2,124.15
011ww7v21w300001,无名道路与无名道路路口,6,1590.02
011ww7v21wz00001,无名道路与无名道路路口,1,1305.75
011ww7v21wz00001,无名道路与无名道路路口,6,124.15
011ww7v21xc00001,无名道路与无名道路路口,1,1885.92
011ww7v255300001,无名道路与无名道路路口,1,153.74
011ww7v255300001,无名道路与无名道路路口,5,816.09
011ww7v257100001,岔口,5,153.74
011ww7v257400001,无名道路与无名道路路口,1,151.23
011ww7v25e400001,无名道路与无名道路路口,1,213.15
011ww7v25e400001,无名道路与无名道路路口,5,151.23
011ww7v25gj00001,岔口,1,1163.65
011ww7v25gj00001,岔口,5,213.15
011ww7v25sd00001,无名道路与无名道路路口,2,727.43
011ww7v25sd00001,无名道路与无名道路路口,5,1305.75
011ww7v26vv00001,岔口,4,293.37
011ww7v26x000001,岔口,4,450.17
011ww7v29cx00001,205国道与205国道路口,4,336.31
011ww7v29ed00001,岔口,4,207.17
011ww7v29j600001,环城路与205国道路口,4,1133.13
011ww7v29j600001,环城路与205国道路口,6,1274.24
011ww7v29j600001,环城路与205国道路口,8,4257.62
011ww7v29kc00001,岔口,4,167.52
011ww7v2b2z00001,黄羊山大街与黄羊山大街路口,3,72.93
011ww7v2b3n00001,永兴路与永兴路路口,3,129.08
011ww7v2b3s00001,黄羊山大街与黄羊山大街路口,2,50.0
011ww7v2b3y00001,黄羊山大街与黄羊山大街路口,6,50.0
011ww7v2b6n00001,岔口,3,251.77
011ww7v2bk700001,无名道路与无名道路路口,5,409.67
011ww7v2bkn00001,黄羊山大街与无名道路路口,3,1103.51
011ww7v2bkn00001,黄羊山大街与无名道路路口,5,53.61
011ww7v2gg700001,双泉路与双泉路路口,1,1163.6
011ww7v2gg700001,双泉路与双泉路路口,2,257.7
011ww7v2gg700001,双泉路与双泉路路口,4,88.88
011ww7v2ggb00001,岔口,4,111.69
011ww7v2gt500001,岔口,4,784.96
011ww7v2jg300001,无名道路与无名道路路口,2,385.25
011ww7v2jg300001,无名道路与无名道路路口,5,1163.65
011ww7v2jrr00001,无名道路与无名道路路口,1,1409.27
011ww7v2jvu00001,205国道与205国道路口,1,612.49
011ww7v2jxx00001,岔口,5,221.74
011ww7v2k1s00001,无名道路与无名道路路口,5,3265.09
011ww7v2k1s00001,无名道路与无名道路路口,6,727.43
011ww7v2k1v00001,无名道路与205国道路口,4,913.39
011ww7v2m0800001,岔口,5,543.19
011ww7v2n0700001,无名道路与无名道路路口,2,436.82
011ww7v2n6x00001,无名道路与无名道路路口,2,105.82
011ww7v2n6x00001,无名道路与无名道路路口,6,436.82
011ww7v2ndu00001,无名道路与无名道路路口,6,105.82
011ww7v2nf900001,广州路与205国道路口,1,1136.3
011ww7v2nf900001,广州路与205国道路口,3,232.92
011ww7v2nf900001,广州路与205国道路口,4,420.82
011ww7v2nf900001,广州路与205国道路口,7,1774.41
011ww7v2nhx00001,无名道路与205国道路口,4,894.16
011ww7v2nhx00001,无名道路与205国道路口,6,385.25
011ww7v2nj300001,无名道路与无名道路路口,1,492.17
011ww7v2npv00001,岔口,5,274.12
011ww7v2nu600001,广州路与无名道路路口,8,1229.92
011ww7v2nud00001,无名道路与无名道路路口,3,259.93
011ww7v2nud00001,无名道路与无名道路路口,5,492.17
011ww7v2nyg00001,无名道路与无名道路路口,5,612.49
011ww7v2nyg00001,无名道路与无名道路路口,7,521.46
011ww7v2nyg00001,无名道路与无名道路路口,8,1284.41
011ww7v2p2f00001,041乡道与颜庄大道路口,4,385.94
011ww7v2p2f00001,041乡道与颜庄大道路口,7,576.55
011ww7v2p8d00001,岔口,5,166.93
011ww7v2p8r00001,岔口,5,100.16
011ww7v2pbr00001,岔口,5,147.3
011ww7v2prz00001,岔口,5,790.4
011ww7v2pzb00001,无名道路与汶河东路大桥路口,4,584.11
011ww7v2pzb00001,无名道路与汶河东路大桥路口,5,186.61
011ww7v2pzb00001,无名道路与汶河东路大桥路口,8,898.42
011ww7v2r7b00001,无名道路与无名道路路口,1,666.09
011ww7v2r7b00001,无名道路与无名道路路口,3,562.25
011ww7v2r7b00001,无名道路与无名道路路口,8,584.11
011ww7v2rrv00001,无名道路与远征路路口,1,817.08
011ww7v2rrv00001,无名道路与远征路路口,3,727.4
011ww7v2rrv00001,无名道路与远征路路口,7,562.25
011ww7v2uht00001,无名道路与无名道路路口,6,257.7
011ww7v2uht00001,无名道路与无名道路路口,8,791.6
011ww7v2v1000001,无名道路与无名道路路口,4,791.6
011ww7v2v9800001,双泉路与双泉路路口,1,1097.91
011ww7v2v9800001,双泉路与双泉路路口,5,322.08
011ww7v2xdd00001,钢源路与钢源路路口,1,587.94
011ww7v2xmv00001,无名道路与鑫源路路口,1,627.06
011ww7v2xmv00001,无名道路与鑫源路路口,3,398.87
011ww7v2xmv00001,无名道路与鑫源路路口,7,727.4
011ww7v2ybw00001,岔口,5,905.61
011ww7v2z2b00001,无名道路与双泉路路口,1,57.73
011ww7v2z2b00001,无名道路与双泉路路口,5,191.86
011ww7v2z2b00001,无名道路与双泉路路口,7,398.87
011ww7v2z3500001,无名道路与双泉路路口,1,609.68
011ww7v2z3500001,无名道路与双泉路路口,3,329.73
011ww7v2z7800001,无名道路与无名道路路口,3,394.99
011ww7v2z7800001,无名道路与无名道路路口,7,329.73
011ww7v2zny00001,无名道路与无名道路路口,1,609.06
011ww7v2zny00001,无名道路与无名道路路口,2,480.51
011ww7v2zny00001,无名道路与无名道路路口,7,394.99
011ww7v30mj00001,双泉路与双泉路路口,1,76.73
011ww7v30mj00001,双泉路与双泉路路口,3,217.9
011ww7v30py00001,岔口,5,272.48
011ww7v30qv00001,岔口,3,91.8
011ww7v30re00001,双泉路与双泉路路口,8,50.9
011ww7v30rv00001,双泉路与桃花路路口,1,734.86
011ww7v30rv00001,双泉路与桃花路路口,5,127.65
011ww7v30rv00001,双泉路与桃花路路口,7,310.24
011ww7v30t500001,双泉路与黄羊山大街路口,1,735.18
011ww7v30t500001,双泉路与黄羊山大街路口,5,76.25
011ww7v30t500001,双泉路与黄羊山大街路口,7,1470.17
011ww7v31gb00001,兴中大街与双泉路路口,3,245.89
011ww7v31gb00001,兴中大街与双泉路路口,5,724.83
011ww7v31gb00001,兴中大街与双泉路路口,8,1713.79
011ww7v31y000001,兴中大街与兴中大街路口,3,253.72
011ww7v338500001,岔口,1,94.25
011ww7v33b000001,兴中大街与兴中大街路口,7,514.1
011ww7v33b500001,桃花路与桃花路路口,1,584.33
011ww7v33b500001,桃花路与桃花路路口,5,871.39
011ww7v343e00001,岔口,4,463.9
011ww7v348c00001,岔口,4,152.58
011ww7v36b600001,桃花路与桃花路路口,1,694.8
011ww7v37bq00001,桃花路与桃花路路口,5,1286.88
011ww7v38dn00001,岔口,4,129.15
011ww7v38e500001,岔口,3,87.92
011ww7v38ec00001,岔口,3,170.58
011ww7v38kg00001,岔口,2,52.99
011ww7v38mj00001,新兴路与桃花路路口,2,254.33
011ww7v38mj00001,新兴路与桃花路路口,3,226.76
011ww7v38mj00001,新兴路与桃花路路口,6,340.68
011ww7v38mj00001,新兴路与桃花路路口,7,387.36
011ww7v38qc00001,桃花路与桃花路路口,3,410.28
011ww7v38qc00001,桃花路与桃花路路口,7,228.79
011ww7v38y000001,岔口,2,486.39
011ww7v3b4h00001,岔口,3,1027.16
011ww7v3c2q00001,岔口,1,175.9
011ww7v3c8r00001,新兴路与棋山大街路口,1,1130.54
011ww7v3c8r00001,新兴路与棋山大街路口,3,71.3
011ww7v3c8r00001,新兴路与棋山大街路口,6,919.47
011ww7v3c8z00001,无名道路与无名道路路口,1,322.18
011ww7v3c8z00001,无名道路与无名道路路口,3,511.87
011ww7v3cv100001,棋山大街与无名道路路口,4,1833.75
011ww7v3dq400002,轧钢大街与轧钢大街路口,3,102.3
011ww7v3dqc00001,岔口,3,102.64
011ww7v3drc00001,岔口,3,74.63
011ww7v3f2300001,轧钢大街与新兴路路口,7,285.11
011ww7v3f2b00001,无名道路与无名道路路口,2,1456.43
011ww7v3f2b00001,无名道路与无名道路路口,5,322.18
011ww7v3g8700001,新兴路与新兴路路口,1,893.21
011ww7v3g8700001,新兴路与新兴路路口,5,1128.77
011ww7v3mzj00001,岔口,1,292.22
011ww7v3p3x00001,无名道路与无名道路路口,2,881.23
011ww7v3p3x00001,无名道路与无名道路路口,6,480.51
011ww7v3ppt00001,无名道路与无名道路路口,1,484.9
011ww7v3pzz00001,北外环路与无名道路路口,5,484.9
011ww7v3qrg00001,岔口,2,574.88
011ww7v3rfs00001,北外环路与无名道路路口,1,261.73
011ww7v3smb00001,新兴路与新兴路路口,2,741.5
011ww7v3um700001,234省道与北外环路路口,4,1419.59
011ww7v3um700001,234省道与北外环路路口,6,1456.43
011ww7v3v1e00001,北外环路与新兴路路口,1,2215.64
011ww7v3v1e00001,北外环路与新兴路路口,4,638.82
011ww7v3v1e00001,北外环路与新兴路路口,5,880.3
011ww7v3v1e00001,北外环路与新兴路路口,7,4723.52
011ww7v3v2b00001,新兴路与北外环路路口,6,741.5
011ww7v3vd200001,无名道路与莱钢大道路口,3,878.14
011ww7v3vd200001,无名道路与莱钢大道路口,5,278.84
011ww7v3x1x00001,北外环路与无名道路路口,6,864.2
011ww7v3xru00001,岔口,4,452.78
011ww7v3y4r00001,无名道路与莱钢大道路口,3,521.01
011ww7v3y9q00001,岔口,5,752.22
011ww7v3ynk00001,无名道路与无名道路路口,7,521.01
011ww7v3zmx00001,036乡道与无名道路路口,3,1526.35
011ww7v3zmx00001,036乡道与无名道路路口,8,1177.97
011ww7v41gu00001,岔口,4,232.46
011ww7v41sd00001,无名道路与无名道路路口,5,1269.04
011ww7v445z00001,岔口,1,471.21
011ww7v445z00001,岔口,5,192.01
011ww7v44ur00001,岔口,1,403.65
011ww7v45sy00001,岔口,1,440.3
011ww7v4cvb00001,岔口,2,130.03
011ww7v4cyt00001,042乡道与042乡道路口,4,2945.77
011ww7v4cyt00001,042乡道与042乡道路口,8,3294.82
011ww7v4e9w00001,无名道路与无名道路路口,1,494.38
011ww7v4fx600001,无名道路与无名道路路口,1,250.17
011ww7v4fx600001,无名道路与无名道路路口,5,440.55
011ww7v4fzw00001,无名道路与无名道路路口,2,2085.78
011ww7v4fzw00001,无名道路与无名道路路口,5,250.17
011ww7v4fzw00001,无名道路与无名道路路口,8,651.66
011ww7v4gty00001,岔口,4,651.66
011ww7v4h7500001,金水河大街与金水河大街路口,3,299.2
011ww7v4hb100001,汶河南大街与汶河南大街路口,3,756.92
011ww7v4hb100001,汶河南大街与汶河南大街路口,4,631.23
011ww7v4hb100001,汶河南大街与汶河南大街路口,6,355.56
011ww7v4hms00001,金水河大街与黄新路路口,1,435.19
011ww7v4hms00001,金水河大街与黄新路路口,5,1345.06
011ww7v4hms00001,金水河大街与黄新路路口,7,930.42
011ww7v4j3s00001,汶河北大街与汶河北大街路口,3,532.12
011ww7v4jjd00001,黄新路与东外环路口,1,108.32
011ww7v4jm800001,汶河南大街与汶河南大街路口,1,206.57
011ww7v4jm800001,汶河南大街与汶河南大街路口,3,604.22
011ww7v4jm800001,汶河南大街与汶河南大街路口,7,756.92
011ww7v4jte00001,汶河北大街与汶河北大街路口,1,81.78
011ww7v4jte00001,汶河北大街与汶河北大街路口,5,741.68
011ww7v4jte00001,汶河北大街与汶河北大街路口,7,1218.96
